EID,Link,topic
2-s2.0-84942930079,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942930079&doi=10.1109%2fECDC.2015.7156327&partnerID=40&md5=1058d4c28a14f85ebd9545107ad3e8b8,
2-s2.0-84947866567,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947866567&doi=10.1016%2fj.enconman.2015.02.010&partnerID=40&md5=c457053ad3846a907743b5590e2849a2,
2-s2.0-84937232244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937232244&doi=10.1088%2f0268-1242%2f30%2f7%2f075010&partnerID=40&md5=3cb318fb22c466b83cf788060d0f4ec8,
2-s2.0-84946913660,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946913660&doi=10.1177%2f1934578x1501000740&partnerID=40&md5=89590e0e614adbae37d98507c595c70d,
2-s2.0-84926407525,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926407525&doi=10.1080%2f15732479.2014.917114&partnerID=40&md5=6d1dca4a379b6046291feb30819988f7,
2-s2.0-84931566074,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931566074&doi=10.1007%2fs12665-015-4044-0&partnerID=40&md5=b68702c63cacd0eae7d0a22dc3b82c8d,
2-s2.0-85063847542,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063847542&doi=10.1063%2f1.4919156&partnerID=40&md5=ec728184ea2e23e698a53d78aabbfc81,
2-s2.0-84978900530,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978900530&doi=10.4018%2fIJGEE.2015070101&partnerID=40&md5=79f74d75698980d058d73db4a8d9b071,
2-s2.0-84947445093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947445093&partnerID=40&md5=87ad611c8f8d7733f86d911d234acd29,
2-s2.0-84936768611,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936768611&doi=10.1002%2fbkcs.10365&partnerID=40&md5=4dd68e758fbb0bdd332f2f92ee9588f1,
2-s2.0-84931837081,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931837081&doi=10.1108%2fJEIM-08-2014-0083&partnerID=40&md5=e7db7adf31fbcf82fc5a6591c25c35a5,
2-s2.0-84934780215,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934780215&doi=10.1016%2fj.molcata.2015.06.030&partnerID=40&md5=e5070fee681e079977bdba79c2099d8e,
2-s2.0-84936947709,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936947709&doi=10.15676%2fijeei.2015.7.2.11&partnerID=40&md5=fd0d6802267c0ca58bb692f5e9e154ea,
2-s2.0-84930761690,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930761690&doi=10.1007%2fs00289-015-1374-8&partnerID=40&md5=fc9b7b306f655f36d19da29c2c9f2266,
2-s2.0-84948571938,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948571938&doi=10.1080%2f14498596.2015.969339&partnerID=40&md5=6b258c85caf99ab5ceac80ac2a592a41,
2-s2.0-84937564032,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937564032&partnerID=40&md5=bee9b4bc5649b7fa0426ca030e74659c,
2-s2.0-84931568324,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931568324&doi=10.1007%2fs12665-015-4054-y&partnerID=40&md5=2681b30f97d1362211176054abd802cd,
2-s2.0-84936934756,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936934756&doi=10.1016%2fj.spmi.2015.07.021&partnerID=40&md5=7126b74236624ea8d7bb625904d270a3,
2-s2.0-84938848330,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938848330&doi=10.1109%2fI2MTC.2015.7151460&partnerID=40&md5=c4e1e697d11c76609b45466e60c9ec4f,
2-s2.0-84954614507,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954614507&doi=10.1007%2f978-3-319-21723-9&partnerID=40&md5=14349daf6d9f4b2b698d8a94b7dbe055,
2-s2.0-84936804210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936804210&doi=10.1088%2f1054-660X%2f25%2f7%2f075601&partnerID=40&md5=e1c4adaf8e04f1f0f47c67eb22397c77,
2-s2.0-84934442763,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934442763&doi=10.1007%2fs00170-015-6857-0&partnerID=40&md5=dd7f790c1bd26acaee3407a1ad524c0f,
2-s2.0-84937459959,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937459959&doi=10.1016%2fj.snb.2015.07.005&partnerID=40&md5=a44c037804d0def4c6f44da365ae1ea4,
2-s2.0-85027934286,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027934286&doi=10.1007%2fs00500-014-1388-4&partnerID=40&md5=7516cee55aea6e89b4bead6b4aa0a30f,
2-s2.0-84930372141,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930372141&doi=10.1177%2f1077546313505635&partnerID=40&md5=56d6a1d5ffef167148ed48340490f858,
2-s2.0-84938702173,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938702173&doi=10.1088%2f1742-6596%2f628%2f1%2f012033&partnerID=40&md5=914952d8eaae236dac5758356d080efe,
2-s2.0-84933520181,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933520181&doi=10.1080%2f13102818.2015.1034177&partnerID=40&md5=7223aa46bff685162232a292990ef125,
2-s2.0-84928939968,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928939968&doi=10.1002%2fmop.29186&partnerID=40&md5=23ef59fa8eeca6bd5c072adb3cf073e4,
2-s2.0-84933557614,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933557614&doi=10.1016%2fj.polymdegradstab.2015.06.013&partnerID=40&md5=c776f669bf7cdf19870dd5f00cb57f0d,
2-s2.0-84932621295,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932621295&doi=10.11113%2fjt.v74.4821&partnerID=40&md5=1a300044f8b4c8b4d4a489291ce2f671,
2-s2.0-84933500941,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933500941&partnerID=40&md5=34d241808a25ea195e8dadc5cedded3c,
2-s2.0-84938124768,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938124768&doi=10.1088%2f0256-307X%2f32%2f6%2f069901&partnerID=40&md5=943ccdd80d8f289e5acf0424ac6da0ce,
2-s2.0-84924045746,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924045746&doi=10.1016%2fj.neucom.2015.01.027&partnerID=40&md5=9f9103f5dacc37721bb7565d5846213b,
2-s2.0-85009343149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009343149&doi=10.5194%2fpiahs-366-129-2015&partnerID=40&md5=e8fb317bf9cd4ff20b479bb9556fe54b,
2-s2.0-84997124398,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997124398&doi=10.1063%2f1.4916836&partnerID=40&md5=7d731705f3d53e606bd80d712b753550,
2-s2.0-84949450302,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949450302&doi=10.4324%2f9781315717081&partnerID=40&md5=fa1053a6c8dfef1cfb7d52f1a9a45b82,
2-s2.0-84937440068,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937440068&partnerID=40&md5=feb2f68d975664e5340d8346de80076d,
2-s2.0-84925506671,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925506671&doi=10.1007%2fs13160-015-0168-6&partnerID=40&md5=7d435be92501d78841ef74b87b3482fa,
2-s2.0-84916917467,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916917467&doi=10.1016%2fj.cej.2014.11.110&partnerID=40&md5=3737be1a4400fff256a974a0f4c4a62a,
2-s2.0-84926357187,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926357187&partnerID=40&md5=57fe98c220ab11ea2589e89e62779001,
2-s2.0-84936161066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936161066&partnerID=40&md5=565c3d421e4b42454d97a9edd9ac8ff0,
2-s2.0-84938501883,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938501883&doi=10.15866%2fireaco.v8i2.5525&partnerID=40&md5=c9f67fca8a16b11d030a4ae9e2a8a5e8,
2-s2.0-84927939547,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927939547&doi=10.1109%2fICITACEE.2014.7065781&partnerID=40&md5=3a307fc9469188ebe2f537067bfd2488,
2-s2.0-84928555765,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928555765&doi=10.1108%2fDLO-05-2014-0035&partnerID=40&md5=274a80777acbb94b4405f51de52744d3,
2-s2.0-85127739799,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127739799&partnerID=40&md5=c570105618d38f4c97a4d556a07f7680,
2-s2.0-85140660833,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140660833&partnerID=40&md5=d15e244eb20e6fe55e8b999bd2b17c16,
2-s2.0-85165788077,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165788077&partnerID=40&md5=d20b0badd8a7d518bac26f0d7dbe6cb3,
2-s2.0-85095469474,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095469474&partnerID=40&md5=b8a536a6f1e9ac746493af7c685f0dde,
2-s2.0-85060371456,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060371456&partnerID=40&md5=f46080cd5bfe50e9b59aaa8013000336,
2-s2.0-85060387378,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060387378&partnerID=40&md5=771c902c66b002617c1a17f49f269fdd,
2-s2.0-85028860563,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028860563&doi=10.1007%2f978-981-287-161-9&partnerID=40&md5=0dd6228deeb10899d20aecac24f6bad9,
2-s2.0-85076973103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076973103&partnerID=40&md5=f7a9b24fa1c5b28bbafe0476b3acadb7,
2-s2.0-85032668397,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032668397&partnerID=40&md5=5a1610c2f6f0ea3be2b9ba7e459ae601,
2-s2.0-84964322311,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964322311&doi=10.1109%2fCENCON.2015.7409564&partnerID=40&md5=08d34a3c949de36bbcf56d741f1d2892,
2-s2.0-84949751706,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949751706&doi=10.11113%2fjt.v77.6679&partnerID=40&md5=358ed5d8699cc3019af5007bd64e9c1b,
2-s2.0-84949498631,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949498631&doi=10.11113%2fjt.v77.6501&partnerID=40&md5=61901e8c40748b1600bdb015f12d6cb5,
2-s2.0-84948844311,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948844311&doi=10.1155%2f2015%2f395948&partnerID=40&md5=83a7c8248c991d31c98f9629fc4dbf6e,
2-s2.0-84947209511,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947209511&partnerID=40&md5=43dfb678fbb22e1635cdbdbc1d11d15a,
2-s2.0-84946090814,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946090814&doi=10.7324%2fJAPS.2015.501028&partnerID=40&md5=93531ab03d60826238a7385cd43becf2,
2-s2.0-84946925098,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946925098&doi=10.1166%2fasl.2015.6309&partnerID=40&md5=e83ec4836fc890739b6cdd46bdb15d5e,
2-s2.0-84946913236,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946913236&doi=10.14257%2fijseia.2015.9.9.08&partnerID=40&md5=f68af7add8c290dd1b0fecdf3ea1a3ad,
2-s2.0-84942627464,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942627464&partnerID=40&md5=9dd47fdda5ef99d7d8501dd77ab698ed,
2-s2.0-84940854687,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940854687&doi=10.7324%2fJAPS.2015.50802&partnerID=40&md5=ab7b205947330cac16f4d3ec59994565,
2-s2.0-84939611817,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939611817&doi=10.1016%2fj.procir.2014.07.025&partnerID=40&md5=e0c721f5b62ae30e4579a700fe357efe,
2-s2.0-84938261395,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938261395&doi=10.1039%2fc5ra06948c&partnerID=40&md5=4636bb6495bd654c6c136c4487b1d6b7,
2-s2.0-84937152884,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937152884&doi=10.1155%2f2015%2f109861&partnerID=40&md5=0cfc339a842266b108046573fd868675,
2-s2.0-84937697983,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937697983&doi=10.3390%2fma8073958&partnerID=40&md5=22e16977968eeb254107d8b62abf7ed0,
2-s2.0-84928576860,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928576860&doi=10.1039%2fc5ra03862f&partnerID=40&md5=7d87989e2e266c34d09cae4c4efb091a,
2-s2.0-84926152702,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926152702&doi=10.11113%2fjt.v73.4326&partnerID=40&md5=6bb063f34f5154e68ac5ef5e1fba608f,
2-s2.0-84926638833,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926638833&doi=10.1007%2f978-3-319-11017-2_4&partnerID=40&md5=875cbde038b15d2984a19a542ad478c2,
2-s2.0-84925723259,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925723259&doi=10.1080%2f13102818.2015.1008192&partnerID=40&md5=d5724de05fd841095c253761edfcb7fb,
2-s2.0-84926193534,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926193534&partnerID=40&md5=a367d0f8059d28ad3110f1dd06cfcea3,
