EID,Link,topic
2-s2.0-85065969846,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065969846&doi=10.1109%2fICICTR.2018.8706867&partnerID=40&md5=78db74005cfcdb7d7cce006af46b529d,
2-s2.0-85065553244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065553244&doi=10.1109%2fIINTEC.2018.8695290&partnerID=40&md5=be5f283ff14b166cd6aa2f92096b6323,
2-s2.0-85051402919,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051402919&doi=10.1016%2fj.energy.2018.04.184&partnerID=40&md5=3195d081e1a33d38728801e2396a1320,
2-s2.0-85051376672,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051376672&doi=10.1088%2f1742-6596%2f1049%2f1%2f012100&partnerID=40&md5=ba18d198fbcac6d6f3a4c5c42a428abe,
2-s2.0-85051385893,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051385893&doi=10.1088%2f1742-6596%2f1049%2f1%2f012033&partnerID=40&md5=1977592a83948b66423e0f600e5b929a,
2-s2.0-85051125194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051125194&partnerID=40&md5=c8ebde86bbc1e6852849ec95ac596604,
2-s2.0-85045055048,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045055048&doi=10.1007%2fs40843-017-9057-3&partnerID=40&md5=edb9225bf1970a3f35c8cce576d58f4d,
2-s2.0-85050457238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050457238&doi=10.1063%2f1.5047157&partnerID=40&md5=accb56560955f57e3042e5577b50092a,
2-s2.0-85065986802,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065986802&doi=10.1109%2fSPC.2018.8703974&partnerID=40&md5=ee5b0ece30c5ce7a9a893c2bf8d10068,
2-s2.0-85049908763,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049908763&doi=10.3390%2fw10070916&partnerID=40&md5=b532da9fd5c2b795cca4bbdbfd9ffb38,
2-s2.0-85050681038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050681038&doi=10.1109%2fISCAIE.2018.8405466&partnerID=40&md5=36044e1b9ea6f6f39266867197a05886,
2-s2.0-85051380334,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051380334&doi=10.1088%2f1742-6596%2f1049%2f1%2f012077&partnerID=40&md5=d79c4757900011738853562a59a53bf2,
2-s2.0-85051057065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051057065&doi=10.3390%2fapp8081250&partnerID=40&md5=34b653cb3f036d0a02d14a84c0f72744,
2-s2.0-85064729959,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064729959&doi=10.1109%2fPECON.2018.8684080&partnerID=40&md5=f3a405216349270ade1fb1ce8040a475,
2-s2.0-85050760199,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050760199&doi=10.1109%2fIC3e.2017.8409246&partnerID=40&md5=9007bbc2f65ef9bfd76d3438f3f77a70,
2-s2.0-85063118959,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063118959&doi=10.1007%2f978-981-10-8417-1_5&partnerID=40&md5=1af321052dbdcdb7cc91442db06c0213,
2-s2.0-85051405017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051405017&doi=10.1088%2f1742-6596%2f1049%2f1%2f012028&partnerID=40&md5=d5bab7cbe6dc00729c1a1f51b4d88eb2,
2-s2.0-85051348413,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051348413&doi=10.3837%2ftiis.2018.07.006&partnerID=40&md5=8023bdf7fc5d19f5ed31e9b319cbd123,
2-s2.0-85051372969,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051372969&doi=10.1088%2f1742-6596%2f1049%2f1%2f012030&partnerID=40&md5=c3f8152021c6a4bda7da5a7b7cbcab96,
2-s2.0-85051403072,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051403072&doi=10.1088%2f1742-6596%2f1049%2f1%2f012084&partnerID=40&md5=0dd925c41155d12ffefc0ccb28ff8066,
2-s2.0-85051370941,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051370941&doi=10.1088%2f1742-6596%2f1049%2f1%2f012098&partnerID=40&md5=0f027c4ba19333b9af8242c53bcd522c,
2-s2.0-85065980831,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065980831&doi=10.1109%2fSPC.2018.8704155&partnerID=40&md5=30a35cfb0fbdaa6c231b2d4ec01b7104,
2-s2.0-85064771034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064771034&doi=10.1109%2fPECON.2018.8684119&partnerID=40&md5=794f47b36abc584b4616c1e40a87dd57,
2-s2.0-85050667204,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050667204&doi=10.1109%2fISCAIE.2018.8405474&partnerID=40&md5=3c50204e4b30d8bb4a9f32a33dbf499d,
2-s2.0-85048492625,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048492625&doi=10.1016%2fj.energy.2018.05.021&partnerID=40&md5=3688d13b79d4617a4f2c45c160c5e145,
2-s2.0-85012165289,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012165289&doi=10.1007%2fs11276-017-1457-6&partnerID=40&md5=d8b1bea278d028eb0883885ac3f2d64e,
2-s2.0-85051374078,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051374078&doi=10.1088%2f1742-6596%2f1049%2f1%2f012015&partnerID=40&md5=883213b470b7748a6a5dbefc3fafc169,
2-s2.0-85050676781,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050676781&doi=10.1109%2fISCAIE.2018.8405447&partnerID=40&md5=a44f6123a2bace422d381966b0638dbb,
2-s2.0-85065976748,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065976748&doi=10.1109%2fSPC.2018.8704149&partnerID=40&md5=14d3f0746b879c60de3bf3f01f18568d,
2-s2.0-85050728360,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050728360&doi=10.1109%2fIC3e.2017.8409235&partnerID=40&md5=4a011080ffc3ab3007ac9c7f9e628083,
2-s2.0-85053502223,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053502223&doi=10.3103%2fS0146411618040041&partnerID=40&md5=b4c9667e9f7978645812a39b0bed8d62,
2-s2.0-85054493878,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054493878&doi=10.5004%2fdwt.2018.22723&partnerID=40&md5=46c5b0f97bf3809411fb9abe78da483f,
2-s2.0-85062728377,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062728377&doi=10.1109%2fCR.2018.8626866&partnerID=40&md5=352132a12f7b4a4c04786333be36e40e,
2-s2.0-85062059109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062059109&doi=10.1109%2fTALE.2018.8615365&partnerID=40&md5=824f50836e302e01d86ae449cf84da14,
2-s2.0-85081672166,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081672166&doi=10.1109%2fICISPC44900.2018.9006683&partnerID=40&md5=9acf6a1bded97ec7ac07b8396e7be88c,
2-s2.0-85062847742,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062847742&doi=10.1109%2fIC3e.2018.8632636&partnerID=40&md5=0f0bafbbea9f80200709b250bbd20db9,
2-s2.0-85052944884,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052944884&doi=10.1145%2f3209885&partnerID=40&md5=03f4db1f14a152b6b1b3a9975f32221b,
2-s2.0-85063235490,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063235490&doi=10.1109%2fCTIT.2018.8649540&partnerID=40&md5=2e1550292e8e4f299798892734950d69,
2-s2.0-85062889421,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062889421&doi=10.1109%2fIC3e.2018.8632640&partnerID=40&md5=b94dfcdd61be7195121bdbd722ca42b4,
2-s2.0-85054490893,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054490893&doi=10.5004%2fdwt.2018.22612&partnerID=40&md5=d46cb6a2bab8c6900118135de97cc860,
2-s2.0-85052014274,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052014274&partnerID=40&md5=1005c7e588b38e817165a219ff7bf4ba,
2-s2.0-85062788154,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062788154&partnerID=40&md5=ba5eea6a08a9b2f47c700a2d5dd10ced,
2-s2.0-85062068335,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062068335&doi=10.1109%2fTALE.2018.8615263&partnerID=40&md5=64f84b8dc619179ba13221eeb5616636,
2-s2.0-85060403042,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060403042&doi=10.1109%2fICSGRC.2018.8657553&partnerID=40&md5=88746dfda5d01dfe18c642c5bbf10db7,
2-s2.0-85062820829,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062820829&doi=10.1109%2fKCIC.2018.8628549&partnerID=40&md5=bc74014dec3f6d3f521a3d4246d424a8,
2-s2.0-85062093033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062093033&doi=10.1109%2fTALE.2018.8615287&partnerID=40&md5=42efd5313b98e1b9a9c0fdb1770b2dac,
2-s2.0-85062056099,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062056099&doi=10.1109%2fTALE.2018.8615170&partnerID=40&md5=63ca97c188c4b5a06f0350afef688271,
2-s2.0-85052025588,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052025588&partnerID=40&md5=c6d7fd70da219594c32cb458432e3fa8,
2-s2.0-85063191732,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063191732&doi=10.1109%2fTENCON.2018.8650081&partnerID=40&md5=92bd76f680009b93a60bdf806825ae41,
2-s2.0-85062800637,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062800637&partnerID=40&md5=953edf8582c6bc4b529e69dec0c52683,
2-s2.0-85054004928,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054004928&partnerID=40&md5=239feff93fabf58979950a88b585cdc8,
2-s2.0-85062798024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062798024&partnerID=40&md5=945de2b23a77de20d134207998c54954,
2-s2.0-85062790864,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062790864&doi=10.1109%2fICEVT.2018.8628338&partnerID=40&md5=23c95b9c72a3186aa67528794cc523ff,
2-s2.0-85063525905,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063525905&doi=10.1109%2fiCCECOME.2018.8658591&partnerID=40&md5=cc0439e217a685c0f701a435bef495f7,
2-s2.0-85050459979,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050459979&doi=10.1088%2f2053-1591%2faacee8&partnerID=40&md5=4260a1ed6d0b83678fd4e80cd2e76e66,
2-s2.0-85062186605,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062186605&doi=10.1109%2fISYG.2018.8611798&partnerID=40&md5=533b5813abe6c4a731ff8a0cd0645b55,
2-s2.0-85062853321,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062853321&doi=10.1109%2fIC3e.2018.8632639&partnerID=40&md5=748af2277067ba2a1fb0cb17b8cf9002,
2-s2.0-85051046043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051046043&partnerID=40&md5=8d88a8ca0f12d04d556ec54ca61f8871,
2-s2.0-85051663300,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051663300&partnerID=40&md5=3203dfccf58edfaa23ca244b4819a3e3,
2-s2.0-85050635937,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050635937&partnerID=40&md5=b3f5a5e6ba76f19930e04b90962e23b7,
2-s2.0-85062767685,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062767685&partnerID=40&md5=356332f9c6588c6022d8433e8b32ce52,
2-s2.0-85062842429,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062842429&doi=10.1109%2fIC3e.2018.8632635&partnerID=40&md5=4604a66993bb78f218a0851a1c7aa9a7,
2-s2.0-85062768807,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062768807&doi=10.1109%2fINAPR.2018.8627040&partnerID=40&md5=e1ef4a0dd41c30bd1eadf7d4072e6a03,
2-s2.0-85077954999,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077954999&doi=10.1088%2f2399-6528%2faacdbe&partnerID=40&md5=ee9bcf02ddd5086f829193f0ebf3e18d,
2-s2.0-85062892844,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062892844&doi=10.1109%2fWEEF-GEDC.2018.8629582&partnerID=40&md5=1e33cce694d88ac47b8fbd8c3addb55f,
2-s2.0-85051196025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051196025&doi=10.1098%2frsos.171311&partnerID=40&md5=9428339d9d51b7bf832d2b8f233e751b,
2-s2.0-85062816669,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062816669&doi=10.1109%2fWEEF-GEDC.2018.8629753&partnerID=40&md5=161a887ee65df89deee7d06460781df0,
2-s2.0-85054339654,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054339654&doi=10.1108%2fQAE-09-2016-0051&partnerID=40&md5=2c0f247aacee73f93e2fadb06f81be39,
2-s2.0-85063533432,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063533432&doi=10.1109%2fICSGRC.2018.8657574&partnerID=40&md5=50563725a9d848cbba49d6a6a6aaf0db,
2-s2.0-85063444108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063444108&doi=10.1109%2fiCCECOME.2018.8659202&partnerID=40&md5=645f7f3e5c860c8544beccd07ca47ec3,
2-s2.0-85062721532,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062721532&doi=10.1109%2fICEED.2018.8626882&partnerID=40&md5=87251ee75aeeb2493131d7d465d0a85f,
2-s2.0-85057195320,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057195320&doi=10.14456%2fsjst-psu.2018.106&partnerID=40&md5=6969eafd140c67a5f957e66a8623d570,
2-s2.0-85062783086,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062783086&doi=10.1109%2fICBDAA.2018.8629589&partnerID=40&md5=e52e08191f024106a2a55f2db0b918ef,
2-s2.0-85102292619,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102292619&partnerID=40&md5=80f54c7809304f2ff05a01bed92c0ba6,
2-s2.0-85050743812,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050743812&doi=10.1063%2f1.5023666&partnerID=40&md5=b9f3abdfaafa93d80a452c1f20c8d0c1,
2-s2.0-85062734825,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062734825&doi=10.1109%2fICEED.2018.8626904&partnerID=40&md5=a46d0f8a810c56c6e7c278bda70753b8,
2-s2.0-85062695913,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062695913&doi=10.1109%2fICEED.2018.8626930&partnerID=40&md5=cf9a8e1a63cda9b80ab0891a19eae073,
2-s2.0-85062732894,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062732894&doi=10.1109%2fCR.2018.8626828&partnerID=40&md5=e4813dab41ad98ab6d7625835a3b24f7,
2-s2.0-85054025145,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054025145&partnerID=40&md5=97db48018ee1782c686a4703915c14c9,
2-s2.0-85050472112,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050472112&doi=10.1002%2fjssc.201800090&partnerID=40&md5=f97c71ec047d538f825d8cbf8e89b152,
2-s2.0-85062684754,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062684754&doi=10.1109%2fCR.2018.8626868&partnerID=40&md5=3a98d4f19ed800fa4b921818ce2b957a,
2-s2.0-85062721801,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062721801&doi=10.1109%2fICEED.2018.8626949&partnerID=40&md5=390b6c01839266b2a386afbe2b181b5b,
2-s2.0-85062086257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062086257&doi=10.1109%2fTALE.2018.8615161&partnerID=40&md5=23f6a49aa42e8229de723dca9b8b3f31,
2-s2.0-85053387790,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053387790&partnerID=40&md5=1c5333173b52c69258e9628b945abfc5,
2-s2.0-85062723444,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062723444&doi=10.1109%2fICEED.2018.8626973&partnerID=40&md5=eaa6b93c6fb986fd55195e3172f5505b,
2-s2.0-85054037388,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054037388&partnerID=40&md5=c03e8d2f23b3d7859ed93255547ffb16,
2-s2.0-85062786066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062786066&doi=10.1109%2fCEEICT.2018.8628132&partnerID=40&md5=aca6ad601365368907f5e1850a366abe,
2-s2.0-85054019716,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054019716&partnerID=40&md5=a8b2b3a12a2fc886d0382a440553707e,
2-s2.0-85062786219,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062786219&doi=10.1109%2fICBDAA.2018.8629650&partnerID=40&md5=8e3f7b647e23466057f01cc5ee22745f,
2-s2.0-85054027731,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054027731&partnerID=40&md5=5887998a5b6b441f2df3f0f5a349f753,
2-s2.0-85062718139,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062718139&doi=10.1109%2fICEED.2018.8626888&partnerID=40&md5=a0632fb24924d6c3008388808f40a129,
2-s2.0-85062684384,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062684384&doi=10.1109%2fICEED.2018.8626941&partnerID=40&md5=33f53075bfd496b178f03bcc9db7cf8d,
2-s2.0-85062769333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062769333&doi=10.1109%2fCEEICT.2018.8628117&partnerID=40&md5=1341cdc69b514827096795dd475899b7,
2-s2.0-85063468791,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063468791&doi=10.1109%2fICSGRC.2018.8657634&partnerID=40&md5=e83a645b627192be951112276b2b7af0,
2-s2.0-85062222174,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062222174&doi=10.1109%2fECTICon.2018.8619909&partnerID=40&md5=d329c31f6bb94e13cc029d514f6a23ad,
2-s2.0-85062770309,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062770309&partnerID=40&md5=785d3b2a74836548d18200298e4cb10d,
2-s2.0-85056986970,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056986970&doi=10.1108%2fJFC-08-2017-0077&partnerID=40&md5=dbf9e8c0ab0605b9129ed9340dd76b05,
2-s2.0-85062570366,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062570366&doi=10.1109%2fRTECC.2018.8625677&partnerID=40&md5=6f5eae89c3544e20af3542111acfa7c4,
2-s2.0-85062880360,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062880360&doi=10.1109%2fIISA.2018.8631495&partnerID=40&md5=6c90880953f3ec561790561d9930757e,
2-s2.0-85062793933,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062793933&partnerID=40&md5=62776fb19be57639a181bd4fb5493c90,
2-s2.0-85062074535,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062074535&doi=10.1109%2fTALE.2018.8615432&partnerID=40&md5=85039b09d32d2d2c7f4c5115da206bff,
2-s2.0-85062685621,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062685621&doi=10.1109%2fICEED.2018.8626936&partnerID=40&md5=d5557e2f5ccb99d4e795aee1e1223c0a,
2-s2.0-85051413366,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051413366&doi=10.14393%2fBJ-v34n1a2018-39384&partnerID=40&md5=65aa071a8c3713c2208829b1cfe01cfe,
2-s2.0-85067839638,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067839638&partnerID=40&md5=efa43cde807ab6f15e27ae295a4104b0,
2-s2.0-85062724037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062724037&doi=10.1109%2fICEED.2018.8626932&partnerID=40&md5=bbb64cd921efbc8d0072d9def2234551,
2-s2.0-85062770137,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062770137&partnerID=40&md5=38f9de56704f3da3e087938d0788175e,
2-s2.0-85062062662,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062062662&doi=10.1109%2fTALE.2018.8615366&partnerID=40&md5=8a4f09b7cb2f71845e7b3670f6a1760b,
2-s2.0-85061818945,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061818945&doi=10.23919%2fAPMC.2018.8617193&partnerID=40&md5=32d748e2816a94fa514f84e38fd28e18,
2-s2.0-85056407840,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056407840&doi=10.1109%2fISMS.2018.00010&partnerID=40&md5=00b568dbeacdda391b6cc40e2c8d0872,
2-s2.0-85062863408,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062863408&doi=10.1109%2fIISA.2018.8631463&partnerID=40&md5=5af433547040b41c587ae55a620b4578,
2-s2.0-85062263920,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062263920&doi=10.15866%2firea.v6i4.16020&partnerID=40&md5=5a6065b72846945347d8b98260729dbe,
2-s2.0-85063506681,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063506681&doi=10.1109%2fICSGRC.2018.8657542&partnerID=40&md5=8e14c866346486642832006f5010cb1b,
2-s2.0-85051866198,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051866198&doi=10.17576%2fjsm-2018-4707-33&partnerID=40&md5=0b84587302b600e9f4ae4e289defe811,
